@relation AAC
@ATTRIBUTE x1 REAL
@ATTRIBUTE x2 REAL
@ATTRIBUTE x3 REAL
@ATTRIBUTE x4 REAL
@ATTRIBUTE x5 REAL
@ATTRIBUTE x6 REAL
@ATTRIBUTE x7 REAL
@ATTRIBUTE x8 REAL
@ATTRIBUTE x9 REAL
@ATTRIBUTE x10 REAL
@ATTRIBUTE x11 REAL
@ATTRIBUTE x12 REAL
@ATTRIBUTE x13 REAL
@ATTRIBUTE x14 REAL
@ATTRIBUTE x15 REAL
@ATTRIBUTE x16 REAL
@ATTRIBUTE x17 REAL
@ATTRIBUTE x18 REAL
@ATTRIBUTE x19 REAL
@ATTRIBUTE x20 REAL
@ATTRIBUTE class 	{1,2,3,4,5,6,7}


@DATA
6.75057,3.77574,5.03432,5.72082,6.06407,6.17849,1.48741,6.97941,5.26316,6.86499,1.94508,4.57666,4.00458,3.31808,4.34783,7.20824,6.86499,8.23799,1.25858,4.11899,3
7.62527,3.15904,4.57516,6.31808,5.22876,5.77342,2.61438,6.10022,3.37691,9.80392,2.28758,3.81264,5.22876,2.94118,4.3573,6.97168,6.86275,6.97168,1.52505,4.46623,3
7.2958,3.01348,5.15464,6.58208,4.20301,6.81998,1.74465,7.2958,6.26487,8.08882,2.45837,3.96511,4.12371,3.8858,4.20301,6.74068,6.74068,6.10626,1.03093,4.28232,3
7.00986,3.28587,5.14786,5.03834,5.25739,6.46221,1.09529,6.90033,4.38116,7.77656,2.6287,3.83352,4.38116,3.94304,4.38116,7.88609,7.66703,7.44797,1.53341,3.94304,3
6.93833,3.0837,4.40529,5.50661,4.73568,6.4978,1.87225,8.81057,5.72687,7.70925,2.31278,3.52423,4.73568,3.74449,5.39648,7.70925,5.837,6.4978,1.43172,3.52423,3
6.93833,3.0837,4.29515,5.50661,4.62555,6.38767,1.98238,9.03084,5.61674,7.70925,2.20264,3.63436,4.73568,3.63436,5.39648,7.59912,6.1674,6.27753,1.43172,3.74449,3
7.40741,3.14254,5.16274,5.16274,4.15264,6.50954,1.45903,7.85634,5.05051,7.63187,2.58137,4.26487,5.27497,4.82604,5.27497,6.28507,6.50954,6.62177,1.3468,3.47924,3
6.79825,2.85088,4.49561,4.60526,4.27632,7.67544,2.19298,6.57895,4.93421,9.42982,2.30263,3.28947,5.48246,3.17982,6.79825,7.78509,5.8114,6.57895,1.64474,3.28947,3
5.74413,3.39426,3.00261,6.52742,4.69974,5.61358,2.21932,8.35509,5.74413,8.61619,2.08877,4.047,5.22193,3.91645,5.74413,7.8329,6.13577,6.13577,1.56658,3.39426,3
7.21311,3.06011,5.02732,5.02732,4.15301,6.3388,1.53005,7.86885,5.57377,8.08743,2.51366,4.37158,5.35519,4.59016,5.13661,6.12022,6.22951,6.88525,1.31148,3.60656,3
6.34573,2.73523,4.26696,4.37637,3.6105,6.56455,2.29759,7.00219,4.814,8.97155,2.407,3.39168,5.03282,3.50109,6.01751,10.0656,5.68928,7.87746,1.53173,3.50109,3
7.37885,3.19383,4.07489,5.61674,4.51542,6.38767,2.09251,8.81057,5.50661,7.81938,2.20264,3.85463,4.62555,3.63436,5.17621,7.59912,6.05727,6.27753,1.43172,3.74449,3
6.79825,2.85088,4.49561,4.60526,4.38596,7.45614,2.08333,6.57895,5.04386,9.21053,2.19298,3.28947,5.59211,3.28947,6.4693,7.56579,6.0307,6.79825,1.86404,3.39912,3
6.48464,3.75427,4.66439,4.77816,5.11945,5.68828,1.82025,6.82594,5.00569,9.21502,2.50284,4.55063,4.09556,3.41297,5.00569,7.73606,6.02958,7.281,1.47895,4.55063,3
6.48464,3.75427,4.55063,4.89192,5.23322,5.68828,1.70648,6.71217,5.11945,9.55631,2.38908,4.66439,4.09556,3.52673,4.89192,7.73606,6.14334,7.16724,1.47895,4.20933,3
6.82594,3.75427,4.89192,4.77816,5.34699,5.80205,1.59272,6.71217,5.00569,9.44255,2.38908,4.55063,3.86803,3.41297,5.11945,7.84983,6.02958,6.9397,1.47895,4.20933,3
6.71217,3.75427,5.00569,4.89192,5.34699,5.80205,1.59272,6.71217,4.66439,9.44255,2.38908,4.43686,3.9818,3.41297,5.34699,7.73606,6.02958,7.05347,1.47895,4.20933,3
6.49203,3.75854,4.7836,4.6697,5.58087,5.46697,1.48064,6.83371,5.92255,9.33941,2.05011,4.6697,4.10023,3.64465,3.87244,8.31435,5.92255,7.28929,1.48064,4.32802,3
6.82594,3.75427,4.89192,4.77816,5.34699,5.80205,1.59272,6.71217,5.00569,9.44255,2.16155,4.55063,3.9818,3.41297,5.11945,7.73606,6.14334,7.05347,1.47895,4.20933,3
6.48464,3.86803,4.89192,4.77816,5.46075,5.91581,1.82025,6.59841,5.00569,9.44255,2.50284,4.20933,3.9818,3.52673,4.89192,7.84983,6.02958,7.16724,1.47895,4.09556,3
6.82594,3.75427,4.89192,4.77816,5.34699,5.80205,1.59272,6.82594,5.00569,9.44255,2.50284,4.55063,3.86803,3.41297,5.11945,7.84983,5.91581,6.82594,1.47895,4.20933,3
6.82594,3.75427,4.89192,4.77816,5.34699,5.80205,1.59272,6.82594,5.11945,9.44255,2.50284,4.43686,3.86803,3.41297,5.11945,7.84983,5.91581,6.82594,1.47895,4.20933,3
6.25711,3.75427,4.43686,5.00569,5.57452,5.80205,1.70648,7.05347,4.89192,9.55631,2.16155,4.32309,4.20933,3.07167,5.11945,8.53242,6.02958,6.82594,1.47895,4.20933,3
7.09677,4.25806,4.64516,4.25806,6.32258,5.41935,2.06452,5.16129,4.90323,8.51613,1.93548,4.3871,4.3871,3.48387,5.54839,7.87097,6.58065,7.74194,1.67742,3.74194,3
6.71217,3.75427,4.77816,4.77816,5.46075,5.80205,1.59272,6.82594,5.00569,9.44255,2.16155,4.43686,3.9818,3.6405,5.00569,7.6223,6.14334,7.16724,1.47895,4.20933,3
6.81199,4.08719,4.49591,3.95095,5.72207,5.04087,1.90736,6.13079,5.04087,8.58311,2.58856,4.35967,4.63215,3.67847,4.76839,8.44687,6.26703,7.49319,1.77112,4.22343,3
6.82594,3.75427,4.89192,4.77816,5.34699,5.80205,1.59272,6.71217,5.00569,9.44255,2.38908,4.55063,3.75427,3.41297,5.11945,7.96359,6.02958,6.9397,1.47895,4.20933,3
7.32357,4.26099,4.39414,3.99467,5.45939,5.05992,1.59787,6.12517,4.92676,8.25566,2.3968,4.66045,4.92676,3.46205,5.32623,8.52197,6.12517,7.19041,1.73103,4.26099,3
6.73759,3.78251,4.84634,4.84634,5.55556,6.02837,1.77305,6.73759,5.08274,9.21986,2.12766,4.37352,4.01891,3.4279,5.20095,7.32861,5.79196,7.32861,1.53664,4.25532,3
6.48464,3.6405,4.77816,4.77816,5.46075,6.02958,1.82025,6.48464,5.00569,9.32878,2.38908,4.09556,4.20933,3.2992,5.11945,7.96359,6.25711,7.39477,1.47895,3.9818,3
6.59091,3.86364,5.22727,4.54545,5.11364,5.79545,1.59091,6.36364,5.11364,9.88636,2.38636,4.20455,4.54545,3.52273,5.34091,7.5,5.79545,6.93182,1.47727,4.20455,3
7.32357,4.26099,4.39414,3.99467,5.45939,5.05992,1.59787,6.25832,4.92676,8.1225,2.52996,4.66045,5.05992,3.46205,5.32623,8.52197,5.99201,7.05726,1.73103,4.26099,3
6.71982,3.75854,4.7836,4.7836,5.46697,5.92255,1.70843,6.49203,4.89749,9.33941,2.05011,4.32802,3.98633,3.41686,5.35308,7.74487,6.03645,7.51708,1.48064,4.21412,3
5.63094,3.05292,6.24152,4.40977,4.40977,5.15604,1.76391,6.30936,5.15604,10.8548,2.78155,4.00271,4.88467,3.52782,5.69878,8.95522,6.10583,6.64858,1.28901,3.12076,3
4.61095,6.34006,4.03458,3.7464,5.76369,5.4755,1.15274,8.06916,4.32277,9.51009,2.88184,3.7464,5.4755,2.01729,3.7464,7.4928,6.62824,7.4928,2.59366,4.89914,3
4.63576,5.51876,3.97351,3.09051,5.73951,5.96026,1.54525,7.06402,5.07726,9.05077,2.20751,4.19426,5.29801,2.42826,3.53201,7.72627,7.94702,8.38852,1.766,4.85651,3
5.64972,2.82486,2.82486,3.67232,5.9322,5.08475,1.12994,10.452,5.08475,9.03955,2.82486,2.82486,5.08475,3.67232,4.51977,8.75706,8.47458,7.9096,1.12994,3.10734,3
6.42458,5.86592,4.18994,3.91061,4.7486,5.30726,1.39665,9.49721,4.7486,7.82123,3.07263,2.7933,5.58659,3.91061,3.91061,7.26257,7.5419,6.98324,1.67598,3.35196,3
4.87805,4.14634,3.41463,3.41463,5.12195,5.36585,1.46341,11.2195,4.63415,7.31707,2.92683,3.41463,4.14634,4.14634,4.63415,9.7561,7.56098,6.34146,0.97561,5.12195,3
5.60976,4.14634,3.41463,4.63415,5.12195,5.12195,1.46341,9.26829,5.60976,8.29268,2.68293,2.43902,5.36585,3.65854,4.87805,8.29268,7.31707,8.04878,1.46341,3.17073,3
5.9448,5.73248,3.82166,3.60934,5.52017,5.9448,1.4862,6.36943,4.03397,8.49257,2.54777,4.24628,5.09554,2.54777,4.24628,8.70488,7.85563,8.28025,1.69851,3.82166,3
4.74716,3.40557,4.33437,4.43756,5.98555,4.85036,1.44479,8.46233,8.15273,9.39112,1.75439,6.39835,2.99278,2.16718,2.78638,10.2167,7.01754,5.57276,1.13519,4.74716,3
5.36278,5.04732,3.78549,4.10095,5.04732,5.99369,0.946372,11.041,4.73186,8.20189,2.83912,2.52366,6.30915,4.73186,4.4164,5.04732,7.88644,6.30915,1.89274,3.78549,3
8.37867,3.48205,4.46137,5.4407,5.65832,6.42002,1.84984,5.4407,3.59086,8.92274,2.72035,3.80849,5.11425,3.04679,5.87595,8.05223,5.4407,7.29053,1.63221,3.37323,3
8.37104,3.39367,4.86425,4.75113,5.42986,6.22172,1.35747,5.99548,3.61991,9.1629,2.60181,3.0543,5.20362,3.84615,5.65611,8.25792,5.65611,7.46606,1.58371,3.50679,3
5.08299,3.11203,4.46058,6.0166,7.05394,5.29046,0.93361,7.67635,6.43154,9.3361,2.07469,6.3278,3.42324,2.28216,4.04564,8.19502,5.39419,7.26141,1.03734,4.56432,3
5.83333,2.85714,5.47619,5.35714,3.92857,6.19048,1.42857,7.5,3.69048,8.45238,1.42857,6.30952,4.16667,2.7381,4.7619,10.4762,7.14286,7.5,1.66667,3.09524,3
6.65111,3.96733,3.03384,4.90082,6.30105,6.88448,1.16686,7.93466,5.0175,9.33489,2.33372,5.48425,4.55076,2.91715,2.91715,7.23454,7.46791,6.65111,1.51692,3.73396,3
6.79953,4.33763,2.69637,5.50996,6.6823,6.44783,1.64127,8.32356,5.2755,9.8476,2.4619,5.15826,3.8687,2.69637,2.4619,9.37866,6.3306,6.56506,1.28957,2.22743,3
6.90104,3.25521,4.29688,4.6875,4.81771,4.81771,3.64583,5.72917,3.51562,10.9375,2.08333,4.29688,5.07812,3.51562,5.59896,6.90104,5.59896,8.46354,1.69271,4.16667,3
6.34573,3.17287,4.48578,5.68928,4.48578,6.67396,1.31291,7.65864,2.95405,10.2845,3.06346,5.03282,3.71991,3.06346,4.26696,9.19037,6.34573,7.43982,1.31291,3.50109,3
5.91862,3.69914,2.836,5.4254,6.41184,6.04192,1.47965,8.75462,6.28853,9.61776,1.72626,3.57583,4.19236,3.32922,2.7127,9.37115,6.04192,7.27497,1.47965,3.82244,3
5.88957,3.68098,3.06748,5.03067,7.23926,6.25767,1.59509,7.73006,6.74847,9.20245,2.45399,4.41718,3.92638,3.43558,2.57669,8.58896,6.01227,7.11656,1.59509,3.43558,3
7.02479,2.89256,5.50964,3.99449,4.40771,7.02479,0.964187,5.64738,3.71901,8.67769,1.10193,5.50964,5.23416,4.82094,4.26997,10.4683,5.78512,7.85124,1.79063,3.30579,3
6.93391,3.14193,5.95883,4.65872,5.20043,5.52546,2.16685,7.47562,3.5753,8.12568,2.16685,4.55038,3.68364,2.60022,4.76706,8.88407,6.93391,8.12568,1.62514,3.90033,3
6.19224,2.49538,4.25139,4.52865,5.63771,5.73013,2.86506,6.83919,4.34381,9.14972,2.31054,4.99076,4.25139,2.03327,5.63771,10.9982,6.19224,7.02403,1.20148,3.32717,3
6.95652,3.22981,4.34783,3.72671,4.84472,5.83851,1.86335,8.32298,4.2236,10.0621,1.61491,4.84472,4.96894,3.22981,4.84472,7.08075,6.3354,7.45342,1.49068,4.7205,3
7.55886,2.97398,3.84139,4.08922,5.20446,6.3197,1.36307,5.82404,5.20446,9.91326,2.23048,4.7088,3.9653,2.85006,4.08922,8.79802,6.44362,8.79802,1.98265,3.84139,3
6.596,2.59128,4.1225,4.82921,5.30035,6.00707,2.12014,5.88928,5.06478,11.1896,1.88457,4.35807,4.35807,3.41578,4.24028,7.53828,6.83157,7.06714,1.649,4.947,3
5.78704,3.58796,3.7037,4.39815,5.6713,6.59722,2.43056,5.6713,6.01852,9.375,2.89352,5.55556,4.74537,1.73611,3.58796,8.21759,7.87037,7.52315,1.85185,2.77778,3
6.12472,3.11804,3.67483,3.45212,3.67483,5.56793,2.22717,8.24053,4.45434,10.3563,2.78396,4.78842,4.12027,3.56347,3.67483,9.79955,6.68151,8.01782,1.67038,4.00891,3
6.96576,2.83353,2.71547,5.07674,6.25738,5.549,2.36128,6.13932,4.01417,10.0354,1.65289,4.36836,3.8961,2.71547,5.07674,8.02834,7.67414,9.20897,1.77096,3.65998,3
7.03746,3.0647,4.31328,4.99432,5.56186,5.56186,2.15664,8.39955,5.22134,9.98865,2.04313,3.85925,5.22134,2.15664,4.6538,6.81044,6.24291,6.35641,2.15664,4.19977,3
5.96491,2.45614,3.27485,5.49708,6.08187,5.49708,2.22222,6.43275,5.73099,10.2924,1.63743,4.79532,4.32749,3.39181,3.50877,8.77193,6.43275,7.36842,1.75439,4.5614,3
7.47922,2.67775,4.52447,3.04709,4.61681,5.81717,3.04709,6.27886,4.24746,10.6187,2.67775,4.80148,3.87812,2.67775,6.09418,9.78763,6.46353,7.01754,1.47738,2.77008,3
8.21745,3.28698,4.17193,4.67762,5.43616,4.93047,1.76991,6.70038,4.67762,9.22882,2.02276,5.30973,4.80405,3.28698,4.29836,7.58534,5.81542,6.8268,2.14918,4.80405,3
6.80628,4.05759,3.27225,3.9267,5.75916,6.15183,2.35602,9.1623,5.2356,7.32984,1.83246,4.31937,3.79581,2.35602,5.49738,8.50785,5.62827,8.24607,1.83246,3.9267,3
8.08458,2.61194,4.72637,3.85572,5.84577,5.59701,1.74129,6.34328,3.48259,9.32836,1.99005,4.72637,4.35323,3.60697,5.0995,7.9602,6.21891,7.83582,1.61692,4.97512,3
8.38396,3.40219,3.88821,2.79465,5.58931,5.10328,2.06561,9.47752,3.76671,10.0851,1.70109,6.68287,3.76671,3.28068,4.25273,8.01944,5.83232,6.68287,0.72904,4.49575,3
6.46298,3.9953,4.23032,2.82021,4.93537,5.99295,1.76263,8.81316,3.64277,9.75323,1.05758,6.22797,3.76028,4.58284,5.2879,8.69565,6.22797,6.58049,0.940071,4.23032,3
6.01589,3.17821,3.74574,5.22134,4.88082,4.08627,2.61067,9.98865,5.10783,10.1022,2.15664,5.44835,3.97276,3.97276,3.63224,7.49149,7.37798,6.01589,1.13507,3.85925,3
7.19603,3.59801,4.71464,2.23325,4.34243,3.97022,2.10918,10.5459,4.59057,10.9181,2.10918,7.44417,3.47395,4.09429,2.72953,8.18859,6.20347,6.20347,1.11663,4.21836,3
6.80628,3.53403,4.05759,3.14136,5.2356,3.66492,1.96335,11.7801,4.31937,10.9948,1.57068,5.75916,4.05759,5.10471,3.66492,6.93717,6.41361,5.10471,1.04712,4.84293,3
6.66667,3.08642,5.4321,2.34568,5.18519,3.82716,1.97531,9.50617,5.4321,9.38272,2.46914,6.66667,3.95062,2.83951,4.5679,7.77778,5.06173,7.03704,1.11111,5.67901,3
6.29371,3.7296,3.9627,2.44755,4.77855,4.662,2.21445,10.4895,3.9627,8.27506,2.21445,6.41026,3.7296,3.14685,2.91375,11.0723,7.10956,7.10956,1.28205,4.1958,3
5.41516,2.88809,4.21179,2.52708,4.81348,3.85078,2.16606,11.5523,5.89651,9.26594,1.92539,7.22022,3.48977,4.5728,3.97112,7.8219,6.85921,5.77617,1.32371,4.45247,3
4.80296,1.84729,2.3399,3.07882,6.28079,3.44828,1.97044,11.2069,4.55665,10.5911,1.47783,9.48276,3.57143,5.41872,2.46305,9.85222,7.14286,4.6798,1.35468,4.4335,3
4.77419,2.96774,3.22581,2.32258,5.80645,4.77419,2.06452,10.7097,5.93548,11.2258,1.54839,7.22581,3.22581,4,3.87097,8.51613,6.58065,5.41935,1.67742,4.12903,3
6.44068,3.05085,3.61582,2.93785,6.21469,4.40678,1.58192,10.3955,4.63277,10.3955,1.69492,6.66667,3.27684,4.74576,3.61582,10.2825,5.53672,5.42373,1.35593,3.72881,3
5.43353,3.00578,3.69942,3.23699,5.43353,4.16185,2.19653,10.5202,3.69942,9.71098,1.15607,7.39884,4.16185,4.62428,4.73988,9.9422,6.01156,5.78035,1.50289,3.58382,3
4.55764,3.08311,4.1555,2.41287,6.16622,4.69169,0.938338,9.51743,4.28954,10.8579,1.87668,7.10456,3.8874,2.54692,4.1555,10.4558,5.76408,7.10456,1.34048,5.09383,3
6.43939,3.15657,3.66162,2.52525,5.80808,4.54545,1.64141,10.7323,6.69192,9.4697,2.27273,7.57576,2.90404,3.28283,2.90404,7.70202,5.55556,6.43939,1.38889,5.30303,3
5.96273,3.22981,3.22981,2.48447,4.59627,3.85093,1.24224,11.0559,5.09317,9.68944,1.61491,8.07453,3.35404,3.60248,4.59627,9.44099,7.32919,5.34161,1.86335,4.34783,3
5.8264,3.09156,3.09156,2.37812,4.87515,3.68609,1.18906,10.5826,4.87515,9.63139,1.78359,8.56124,3.21046,3.9239,4.87515,9.8692,6.89655,5.46968,1.66468,4.51843,3
4.63415,2.56098,3.65854,2.43902,5.73171,3.53659,1.70732,11.3415,4.87805,10,1.70732,9.02439,3.29268,4.7561,3.53659,10.7317,6.09756,5,1.58537,3.78049,3
6.75057,2.40275,4.00458,2.97483,4.69108,3.89016,1.25858,9.7254,4.57666,10.5263,1.83066,8.46682,4.00458,4.23341,4.34783,8.81007,7.09382,5.03432,1.25858,4.11899,3
4.60299,3.33717,2.87687,4.14269,5.52359,4.48792,2.07135,10.702,5.17837,9.32106,1.61105,6.09896,3.45224,5.17837,3.22209,10.2417,6.21404,6.55926,0.805524,4.37284,3
6.04027,3.46756,4.58613,3.24385,5.25727,3.80313,2.23714,9.95526,5.14541,8.94855,1.34228,6.82327,4.02685,3.46756,5.03356,9.0604,6.71141,6.15213,1.11857,3.57942,3
4.7191,3.48315,3.93258,4.1573,6.40449,4.1573,1.46067,9.66292,5.8427,9.77528,1.57303,7.52809,3.14607,3.48315,3.59551,8.42697,7.97753,5.95506,1.46067,3.25843,3
5.73171,3.29268,3.53659,4.26829,5.85366,3.65854,1.34146,9.26829,6.82927,11.3415,2.31707,6.21951,3.04878,3.17073,3.29268,9.5122,6.95122,5.60976,1.21951,3.53659,3
5.49582,2.86738,3.34528,5.01792,5.97372,4.1816,0.597372,9.79689,8.24373,9.67742,1.43369,5.97372,3.58423,3.46476,2.62843,8.48268,5.1374,7.64636,1.79211,4.6595,3
3.79404,2.98103,4.33604,4.47154,7.45257,3.11653,0.813008,8.80759,7.04607,9.8916,1.89702,8.40108,3.11653,2.84553,2.71003,9.6206,5.28455,7.31707,1.21951,4.87805,3
6.76779,3.61727,4.2007,3.96733,6.18436,3.73396,1.05018,9.2182,7.11785,10.2684,1.98366,6.18436,3.26721,3.3839,2.21704,8.98483,5.95099,5.95099,1.40023,4.55076,3
4.047,3.26371,3.26371,4.047,8.35509,3.5248,1.95822,8.61619,4.69974,9.39948,1.43603,7.96345,3.39426,2.21932,4.047,10.0522,6.78851,6.78851,1.56658,4.56919,3
4.92866,3.37224,4.02075,4.66926,4.53956,3.50195,0.907912,10.1167,6.22568,9.72763,1.55642,8.94942,3.63165,2.59403,4.02075,9.20882,5.96628,6.74449,1.29702,4.02075,3
3.85638,3.59043,3.05851,4.12234,6.64894,3.85638,1.72872,9.30851,5.71809,10.3723,1.59574,6.64894,3.7234,3.19149,2.5266,9.70745,5.71809,7.57979,1.59574,5.45213,3
3.72285,3.10238,3.82627,4.65357,6.30817,3.41262,1.24095,9.8242,6.72182,9.20372,1.34436,8.79007,3.51603,3.51603,2.99897,10.031,4.96381,6.72182,1.55119,4.55016,3
4.00485,2.30583,4.73301,4.24757,7.52427,4.12621,1.45631,9.46602,8.49515,10.4369,2.18447,6.91748,2.54854,3.15534,3.51942,7.52427,7.03883,4.85437,1.57767,3.8835,3
5.03145,2.83019,3.56394,5.13627,7.44235,3.77358,1.67715,8.28092,6.28931,10.4822,1.46751,7.02306,3.56394,3.24948,4.08805,9.53878,4.50734,5.97484,1.78197,4.29769,3
4.55063,2.84414,4.20933,3.52673,6.02958,3.75427,2.50284,9.89761,6.82594,9.78385,1.59272,7.16724,3.18544,3.18544,3.52673,9.67008,3.9818,7.50853,1.82025,4.43686,3
5.2774,2.70636,3.38295,5.2774,6.22463,3.7889,1.75913,11.502,7.17185,8.93099,2.16509,8.2544,3.38295,2.84168,2.70636,8.11908,5.81867,4.19486,1.75913,4.73613,3
6.9209,2.54237,5.22599,5.64972,5.22599,6.21469,1.55367,7.06215,3.67232,10.7345,3.10734,3.9548,4.9435,2.11864,3.38983,7.20339,6.35593,7.9096,2.11864,4.09605,3
6.82773,3.9916,5.56723,4.93697,4.83193,5.67227,1.9958,8.08824,5.14706,8.40336,2.41597,5.35714,3.57143,2.94118,3.46639,9.13866,5.98739,6.82773,1.57563,3.2563,3
6.63265,3.40136,4.2517,5.78231,4.7619,5.61224,1.53061,7.48299,6.80272,7.31293,1.53061,6.63265,3.06122,4.42177,3.06122,9.18367,5.78231,7.82313,1.36054,3.57143,3
7.40741,3.1746,5.07937,5.18519,5.29101,4.65608,2.22222,7.61905,5.07937,8.46561,2.75132,3.7037,4.55026,3.59788,5.71429,8.25397,4.65608,6.66667,1.79894,4.12698,3
9.01542,3.08422,4.74496,5.21945,4.38909,5.57533,1.42349,6.88019,4.50771,9.01542,1.42349,4.15184,4.03321,3.91459,5.21945,7.82918,6.99881,7.35469,1.42349,3.79597,3
8.68167,2.89389,4.60879,5.14469,4.18006,6.32369,1.39335,6.64523,4.50161,9.21758,1.7149,4.07288,4.07288,3.75134,5.6806,7.9314,6.32369,7.50268,1.60772,3.75134,3
7.47801,3.66569,3.66569,5.42522,3.81232,7.77126,2.05279,5.13196,3.81232,8.79765,2.93255,2.19941,7.03812,3.22581,5.42522,9.23754,6.01173,7.62463,1.46628,3.22581,3
7.76819,3.08261,4.43896,6.04192,4.31566,5.79531,1.60296,7.27497,5.05549,8.26141,2.836,3.69914,4.80888,4.56227,5.17879,7.27497,6.65845,6.04192,1.47965,3.82244,3
7.05563,3.39213,4.07056,5.69878,5.15604,6.51289,1.35685,8.68385,5.29172,6.64858,3.52782,4.07056,4.88467,4.34193,4.88467,6.64858,6.24152,6.10583,1.76391,3.6635,3
6.94598,2.97685,4.5204,4.41014,4.41014,5.62293,1.87431,6.39471,4.85116,9.37155,2.09482,4.63065,4.96141,3.96913,4.29989,7.93826,6.83572,7.38699,1.32304,5.18192,3
7.15048,2.56137,3.52188,5.4429,3.73533,6.51014,2.56137,6.72359,5.22946,7.15048,2.02775,3.94877,5.76307,5.33618,4.90928,8.64461,6.72359,6.51014,1.38741,4.16222,3
6.70732,3.35366,5.03049,5.03049,4.42073,6.25,1.67683,8.68902,5.94512,7.16463,2.59146,4.72561,5.03049,4.72561,5.18293,5.33537,7.0122,5.79268,1.67683,3.65854,3
6.98254,2.86783,4.98753,5.11222,4.48878,6.23441,1.37157,8.22943,5.86035,6.98254,2.36908,4.48878,5.23691,4.86284,4.86284,6.48379,6.48379,6.73317,1.49626,3.86534,3
5.53435,3.62595,3.24427,4.96183,4.77099,6.10687,2.48092,8.58779,5.53435,8.20611,2.67176,3.24427,5.15267,3.62595,4.38931,7.63359,7.25191,7.63359,1.33588,4.00763,3
5.88235,3.48584,4.57516,5.33769,4.3573,5.77342,2.06972,7.29847,4.6841,7.7342,2.72331,4.3573,4.57516,3.37691,4.79303,9.47712,5.99129,7.84314,1.41612,4.24837,3
6.62252,3.47682,3.97351,4.13907,4.63576,6.45695,2.31788,6.29139,4.96689,9.27152,2.64901,3.47682,5.46358,3.47682,6.29139,6.95364,6.78808,6.95364,1.65563,4.13907,3
6.09137,3.5533,4.06091,4.23012,4.73773,6.76819,2.19966,6.26058,4.73773,9.47547,2.70728,3.38409,5.58376,3.38409,6.59898,7.44501,6.26058,6.93739,1.69205,3.89171,3
5.53435,3.62595,3.05344,4.96183,4.58015,5.91603,2.67176,8.96947,5.34351,8.20611,2.48092,3.43511,4.96183,3.62595,4.38931,7.44275,7.82443,7.25191,1.33588,4.38931,3
7.30659,3.29513,3.86819,4.29799,4.72779,6.44699,2.43553,6.59026,4.72779,9.16905,2.29226,3.4384,5.87393,3.58166,6.73352,6.73352,6.59026,6.73352,1.57593,3.58166,3
7.24638,3.7037,4.1868,4.83092,3.7037,9.9839,1.93237,5.31401,3.22061,9.50081,1.93237,1.77134,7.08535,2.73752,7.8905,7.56844,5.31401,7.8905,1.44928,2.73752,3
6.57895,3.50877,3.36257,5.84795,4.53216,6.14035,2.33918,8.77193,5.84795,7.45614,2.19298,4.09357,4.82456,3.50877,5.99415,7.16374,5.84795,6.72515,1.60819,3.65497,3
7.97872,3.40426,5.85106,5.10638,5.10638,6.80851,1.06383,6.48936,2.55319,9.46809,1.91489,3.61702,4.89362,2.87234,4.04255,7.87234,8.19149,7.55319,1.06383,4.14894,3
6.74487,3.37243,4.10557,4.10557,4.2522,6.15836,2.05279,7.18475,5.13196,7.91789,2.93255,4.2522,5.8651,4.98534,4.98534,7.47801,6.59824,6.30499,1.90616,3.66569,3
6.60955,3.05998,4.52876,4.89596,4.03917,7.58874,2.20318,8.69033,5.99755,8.07834,2.81518,3.91677,4.52876,3.91677,5.50796,6.97674,5.50796,6.24235,1.71359,3.18237,3
7.71704,3.21543,4.50161,3.85852,5.14469,6.43087,2.03644,6.00214,4.60879,7.9314,2.46517,6.32369,4.60879,2.35798,4.82315,7.71704,6.96677,8.36013,1.28617,3.64416,3
7.05755,3.47448,4.23453,3.90879,4.77742,6.18893,2.17155,7.92617,4.12595,8.79479,2.60586,5.42888,4.34311,3.58306,4.23453,8.2519,6.51466,7.81759,1.84582,2.71444,3
5.94059,3.63036,4.9505,4.73047,5.39054,4.84048,2.86029,7.37074,3.63036,8.58086,1.76018,6.05061,4.29043,2.86029,3.74037,7.92079,7.15072,7.59076,2.53025,4.18042,3
7.80142,3.19149,4.84634,2.24586,4.25532,5.43735,0.70922,7.56501,5.67376,8.86525,2.36407,6.50118,5.31915,3.78251,4.37352,7.2104,7.2104,7.44681,1.18203,4.01891,3
5.26316,2.99456,4.90018,3.81125,4.99093,5.26316,1.54265,7.25953,4.44646,8.62069,2.08711,6.9873,4.35572,5.17241,4.80944,9.2559,6.1706,7.44102,1.27042,3.35753,3
6.79012,3.1893,5.34979,5.45267,4.73251,6.06996,1.54321,5.55556,2.88066,8.33333,2.77778,5.45267,3.90947,2.6749,5.04115,6.58436,8.43621,10.6996,1.23457,3.29218,3
5.03513,3.39578,4.56674,3.74707,6.32319,4.91803,1.99063,9.13349,6.20609,9.36768,2.8103,5.9719,4.56674,2.8103,3.62998,8.31382,5.03513,6.79157,1.05386,4.33255,3
6.13839,3.34821,4.57589,4.91071,5.58036,4.6875,2.67857,7.25446,4.24107,9.04018,4.01786,5.35714,4.6875,2.23214,4.01786,7.92411,7.14286,6.58482,1.5625,4.01786,3
